,Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Num_of_Loan,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Credit_Rating,Credit_Mix_Bad,Credit_Mix_Good,Credit_Mix_Standard,Payment_of_Min_Amount_No,Payment_of_Min_Amount_Yes
8337,42,31645.66,2676.1383333333333,4,4,2.0,14.0,8.6,4.0,807.06,31.22380743540013,34.25754124687306,49.25731,434.09897,702.4554836705752,0,1,0,1,0
8339,42,31645.66,2676.1383333333333,4,4,2.0,14.0,8.6,4.0,807.06,32.36823675291468,34.25754124687306,45.31797,438.03833,696.094443062155,0,1,0,1,0
8341,42,31645.66,2676.1383333333333,4,4,2.0,14.0,8.6,4.0,807.06,32.93329219706469,34.25754124687306,256.02432,267.33197,673.2833471122353,0,1,0,1,0
8385,27,12723.325,1183.2770833333334,4,7,3.0,8.0,8.81,0.0,387.78,28.26192398619565,29.270265039462814,22.536572,306.52087,583.2063047840242,0,0,1,1,0
8387,27,12723.325,1183.2770833333334,4,7,3.0,10.0,8.81,0.0,387.78,29.184424923540977,29.270265039462814,56.962593,292.09485,620.348029975621,0,0,1,1,0
8400,40,79367.94,6535.995,3,4,0.0,15.0,15.33,4.0,1137.41,34.17846432246123,0.0,497.06033,436.53915,590.7743665557228,0,0,1,0,1
8412,30,84374.12,7204.176666666666,8,7,3.0,11.0,10.17,2.0,1000.76,33.5461950916677,145.23172617633708,107.3306,717.85535,606.31300338185,0,0,1,0,1
8414,30,84374.12,6605.370946533594,8,7,3.0,12.0,10.17,2.0,1000.76,34.41120126766922,744.0374463094097,625.90717,239.27878,659.4502982544193,0,0,1,0,1
8434,45,22032.74,2079.0616666666665,7,6,3.0,17.0,12.65,3.0,355.4,33.40081516128906,45.83656655459549,75.31615,356.75345,637.9303860528847,0,0,1,0,1
8438,46,22032.74,2079.0616666666665,7,6,3.0,17.0,12.65,3.0,355.4,29.13826228128636,45.83656655459549,91.49911,340.5705,646.7379697603033,0,0,1,0,1
8453,38,87070.0,7295.833333333332,8,7,0.0,12.0,12.69,4.0,381.06,31.4218745152764,0.0,466.87817,532.70514,630.7445596978113,0,0,1,0,1
8456,22,27347.9,2499.991666666667,8,3,1.0,10.0,15.54,6.0,1274.89,35.35185799847138,13.306162533255351,28.352467,458.34055,658.2123071733704,0,0,1,0,1
8492,31,33409.33,2529.1108333333336,4,7,3.0,12.0,4.83,5.0,812.01,35.18891897632851,46.129408623488615,144.31949,352.4622,359.50712669828584,0,0,1,0,1
8496,40,15551.6,1315.9666666666667,6,3,6.0,10.0,13.81,6.0,1901.28,31.048646137631664,39.55843134427607,63.420982,318.61725,668.1952136656291,0,0,1,0,1
8498,41,15551.6,1315.9666666666667,6,3,6.0,10.0,12.81,6.0,1901.28,30.07118467177873,39.55843134427607,108.826996,273.21124,638.7619398308434,0,0,1,0,1
8503,41,15551.6,1315.9666666666667,6,3,6.0,10.0,11.81,6.0,1901.28,34.801621834530934,39.55843134427607,64.859566,317.17868,619.9397861347564,0,0,1,0,1
8509,22,88220.12,7146.676666666666,2,1,0.0,1.0,3.93,1.0,617.85,36.72208921008144,0.0,95.62963,869.038,710.0428432025551,0,1,0,1,0
8510,22,88220.12,7146.676666666666,2,1,0.0,0.0,3.93,1.0,617.85,28.645043563180465,0.0,289.44305,675.2246,728.3940365312283,0,1,0,1,0
8543,23,86676.39,7198.0325,7,5,7.0,19.0,15.61,6.0,1066.91,31.910306291328308,453.70346622271904,52.960094,453.13968,641.4491544458467,0,0,1,0,1
8577,27,43452.15,3864.0125,3,6,5.0,9.0,10.4,6.0,859.42,32.436971879150946,155.26013657218263,108.47971,372.6614,634.387732784944,0,0,1,0,1
8578,27,43452.15,3864.0125,3,6,5.0,9.0,10.4,6.0,859.42,36.7509816970658,155.26013657218263,174.41162,316.7295,625.404939642702,0,0,1,0,1
8580,27,43452.15,3864.0125,3,6,5.0,6.0,10.4,6.0,859.42,35.302972208536346,155.26013657218263,33.9666,437.17453,627.7609968388476,0,0,1,0,1
8582,27,43452.15,3864.0125,3,6,5.0,9.0,10.4,11.0,859.42,28.693657445884,155.26013657218263,26.484472,444.65665,627.2447193142006,0,0,1,0,1
8583,27,43452.15,3864.0125,3,6,5.0,9.0,10.4,11.0,859.42,28.63181641196341,155.26013657218263,247.29391,253.8472,659.1317216487207,0,0,1,0,1
8593,33,86763.16,7138.263333333332,4,5,6.0,13.0,15.87,8.0,959.9,35.668506995466245,324.06493905603764,89.649254,540.1121,669.6826629995303,0,0,1,0,1
8608,40,36963.52,2902.293333333333,9,10,8.0,27.0,4.27,12.0,2518.8,31.24739900648464,203.6009926540305,369.06586,7.56248,537.9398866346974,1,0,0,0,1
8611,41,36963.52,2902.293333333333,9,10,8.0,25.0,8.27,17.0,2518.8,29.532351910879143,203.6009926540305,113.32332,223.30502,515.0652001637392,1,0,0,0,1
8621,14,18235.61,1313.6341666666667,8,6,2.0,14.0,8.29,4.0,1259.92,32.16892141924088,22.99100814982672,43.44387,314.92853,632.1366965141626,0,0,1,0,1
8655,19,16644.37,1677.030833333333,6,7,2.0,23.0,7.16,10.0,1415.11,32.518542838669696,16.248296899673893,76.09494,335.35983,552.5373097541517,1,0,0,0,1
8665,49,29365.12,2524.093333333333,5,5,1.0,14.0,7.04,4.0,463.57,33.77787747134847,21.52158418849424,103.210625,377.67712,728.3116234429853,0,1,0,1,0
8678,43,64613.32,5232.443333333334,10,7,5.0,18.0,11.35,9.0,1522.0,27.376737875758877,235.43878786463864,109.210396,418.59515,606.2873295522987,0,0,1,0,1
8679,43,64613.32,5232.443333333334,10,7,5.0,18.0,16.35,14.0,1522.0,31.744008748084177,235.43878786463864,201.24019,336.56534,603.8871533357376,0,0,1,0,1
8732,47,30081.37,2333.780833333333,1,2,1.0,12.0,9.18,1.0,1421.99,34.719700563345015,13.67171284481858,247.9864,261.71997,637.6788704265531,0,1,0,1,0
8769,34,33616.73,2828.394166666667,2,6,1.0,3.0,7.73,4.0,1267.26,28.489420370184487,24.111850388170648,350.04535,198.68224,644.1819631878726,0,1,0,1,0
8780,20,19267.17,1531.5975,6,5,6.0,12.0,15.71,12.0,1732.19,29.145350082856357,77.6309366382346,204.34651,161.1823,625.2793547137267,0,0,1,0,1
8782,20,19267.17,1531.5975,6,5,6.0,12.0,15.71,12.0,1732.19,36.33434958570436,77.6309366382346,90.571945,254.95686,499.66471694597897,0,0,1,0,1
8803,36,10987.935,1103.66125,4,4,4.0,8.0,9.68,2.0,1384.32,27.8717198880545,25.157286318354235,83.34457,291.8643,681.010201626329,0,1,0,1,0
8818,25,57765.42,4618.785,3,6,3.0,13.0,8.47,4.0,1276.72,36.72046348706226,124.5485846977198,195.5166,421.81332,606.9465875811293,0,0,1,0,1
8850,14,46563.27,3750.2725000000014,7,7,2.0,26.0,10.45,7.0,2390.74,36.66505490112699,64.73305243442155,470.7922,129.50198,528.907314134336,1,0,0,0,1
8879,27,74268.2,6186.016666666666,5,5,2.0,20.0,7.5,11.0,1764.61,33.984213117610715,77.65119482619478,213.7406,607.2099,692.2338599353519,0,0,1,0,1
8903,43,78999.96,6396.330000000001,8,5,4.0,27.0,7.73,16.0,2062.79,37.28195658519329,138.2606061819985,566.75836,224.61406,424.10056622819417,1,0,0,0,1
8904,28,34107.42,3000.285,8,5,2.0,15.0,10.55,7.0,884.77,30.70776907545265,44.53855484382924,389.15887,156.33109,662.2618265550645,0,0,1,0,1
8909,29,34107.42,3000.285,8,5,2.0,18.0,13.55,7.0,884.77,28.83533703906344,44.53855484382924,128.73598,386.75397,548.2479178188468,0,0,1,0,1
8910,29,34107.42,3000.285,8,5,2.0,15.0,10.55,7.0,884.77,35.065832379657174,44.53855484382924,48.535667,446.95428,660.5047527963948,0,0,1,0,1
8913,33,44360.46,3743.705,3,4,0.0,16.0,7.91,7.0,565.04,28.75782861737578,0.0,442.71033,221.66016,648.2976745424828,0,0,1,0,1
8919,33,44360.46,3743.705,3,4,0.0,16.0,7.91,7.0,565.04,30.86135699625273,0.0,216.8304,417.5401,665.7096045710239,0,0,1,0,1
8922,24,25138.62,1908.885,8,4,3.0,11.0,6.05,2.0,329.82,33.7743233751249,39.758206107245606,48.131493,352.9988,725.8974438095196,0,1,0,1,0
8932,38,38149.09,3121.090833333333,1,3,3.0,7.0,6.72,1.0,821.91,34.71859577071617,90.32160297711032,51.898945,409.88852,699.7046162399838,0,1,0,1,0
8936,27,55229.64,4833.47,5,4,4.0,14.0,7.42,4.0,590.3,37.035481466001656,124.49582672277086,97.87324,500.97794,582.820252375285,0,0,1,1,0
8937,27,55229.64,4833.47,5,4,4.0,13.0,7.42,4.0,590.3,30.84773415161076,124.49582672277086,453.51266,185.3385,614.27091885557,0,0,1,1,0
8939,27,55229.64,4833.47,5,4,4.0,13.0,7.42,4.0,590.3,30.778284750329817,124.49582672277086,348.03937,290.8118,607.4697728151369,0,0,1,1,0
8940,27,55229.64,4833.47,5,4,4.0,15.0,7.42,4.0,590.3,30.90685375246999,124.49582672277086,108.424484,500.4267,608.0187429221346,0,0,1,1,0
8945,18,57786.18,4910.515,7,4,4.0,10.0,14.89,7.0,1693.68,28.897538544064,167.88680325081603,182.69757,420.46713,474.8595231512854,0,0,1,0,1
8949,19,57786.18,4910.515,7,4,4.0,5.0,8.89,7.0,1693.68,28.35770885972448,167.88680325081603,254.52089,358.6438,657.072776934009,0,0,1,0,1
8961,22,15803.96,1307.996666666667,3,5,4.0,19.0,13.25,6.0,931.32,30.103613207692423,45.037244539889095,83.27647,292.48596,593.8540869089508,0,0,1,0,1
8964,22,15803.96,1307.996666666667,3,5,4.0,19.0,13.25,6.0,931.32,35.43804062860149,45.037244539889095,81.600845,264.16156,602.9414360550647,0,0,1,0,1
8986,42,56370.98,4973.581666666667,4,6,4.0,0.0,6.92,3.0,726.6,33.235880850880505,180.81029483236568,493.0594,103.48848,389.52645679529945,0,1,0,1,0
8987,42,56370.98,4973.581666666667,4,6,4.0,2.0,6.92,3.0,726.6,34.05170966163111,180.81029483236568,346.01135,230.53651,492.9623826896003,0,1,0,1,0
8991,43,56370.98,4973.581666666667,4,6,4.0,0.0,6.92,3.0,726.6,29.464155548054585,180.81029483236568,76.223915,490.32394,508.5994757915307,0,1,0,1,0
8999,52,17727.93,1349.3275,6,5,4.0,18.0,14.8,8.0,1017.2,32.234093583873445,37.831855121142205,43.17959,333.9213,666.8753499913016,0,0,1,0,1
9010,20,19549.47,1897.1225,3,7,7.0,14.0,6.05,4.0,1924.26,30.672272406631645,86.8551627754983,229.88585,162.97124,483.97280399033093,0,0,1,0,1
9047,28,70099.04,5420.165108200587,1,1,3.0,6.0,9.85,5.0,498.61,28.95181592765235,790.3394730098074,134.97006,601.9707,705.2908995930444,0,1,0,1,0
9086,42,22416.225,1675.01875,0,6,3.0,11.0,6.93,2.0,397.34,30.205178924422285,39.03350853832032,68.25324,320.21512,607.1711623100152,0,1,0,1,0
9087,42,22416.225,1675.01875,0,6,3.0,11.0,6.93,2.0,397.34,31.721452659825022,39.03350853832032,42.980854,325.48752,629.3955778087753,0,1,0,1,0
9091,43,63658.26,5281.855,3,6,2.0,20.0,14.57,4.0,498.59,28.743615507939005,81.23619471554962,519.6599,217.28941,629.3642338571229,0,0,1,0,1
9096,43,74820.12,6511.009999999998,9,6,5.0,16.0,4.72,9.0,2532.0,31.725826671906987,255.5801522181416,107.21009,528.3107,472.2816922852173,1,0,0,0,1
9103,44,74820.12,6511.009999999998,9,6,5.0,17.0,6.72,9.0,2532.0,28.81888416895479,255.5801522181416,160.05783,475.463,469.0031897073161,1,0,0,0,1
9107,53,29462.18,2510.181666666667,5,5,1.0,16.0,5.03,4.0,1477.96,31.520775940501917,16.714394734952368,142.71501,351.58875,654.4791132411849,0,0,1,1,0
9109,53,29462.18,2510.181666666667,5,5,1.0,16.0,5.03,4.0,1477.96,34.944702167235114,16.714394734952368,99.665184,384.63858,590.0439488333501,0,0,1,1,0
9110,53,29462.18,2510.181666666667,5,5,1.0,19.0,5.03,4.0,1477.96,32.279424454146785,16.714394734952368,210.84639,293.45737,582.7709347479945,0,0,1,1,0
9129,39,53530.53,4315.8775,8,9,7.0,17.0,8.12,10.0,1952.97,28.931331004119222,218.71257399907088,83.11075,379.76443,550.5062036316759,1,0,0,0,1
9131,39,53530.53,4315.8775,8,9,7.0,20.0,8.12,11.0,1952.97,36.02041462850312,218.71257399907088,123.58854,339.28665,631.8496287958885,1,0,0,0,1
9168,26,45403.1,3536.5916666666667,5,5,0.0,12.0,10.7,3.0,721.95,33.59211910385005,0.0,130.90828,472.7509,649.2452458481689,0,0,1,1,0
9169,26,45403.1,3536.5916666666667,5,5,0.0,12.0,3.7,3.0,721.95,33.160300087245886,0.0,137.52512,496.13406,588.8120889045252,0,0,1,1,0
9172,26,45403.1,3536.5916666666667,5,5,0.0,11.0,10.7,3.0,721.95,35.7221346587449,0.0,117.98994,515.66925,665.4165621343953,0,0,1,1,0
9202,30,78290.36,6648.196666666668,6,3,0.0,18.0,9.59,3.0,952.61,37.347062891040345,0.0,169.92747,734.8922,608.6557353770143,0,0,1,1,0
9203,30,78290.36,6648.196666666668,6,3,0.0,18.0,9.59,3.0,952.61,28.280843941192952,0.0,279.54703,655.27264,630.5831261565922,0,0,1,1,0
9205,31,78290.36,6648.196666666668,6,3,0.0,21.0,9.59,3.0,952.61,30.33010696082395,0.0,55.664814,849.15485,605.8182741335315,0,0,1,1,0
9215,24,83330.32,7235.193333333334,10,5,9.0,19.0,4.05,10.0,1538.13,37.07520931922039,342.2434963353048,72.56402,548.7118,608.8668790397504,1,0,0,0,1
9224,52,60781.48,5312.123333333334,8,6,0.0,13.0,4.14,0.0,1078.74,36.99289640895515,0.0,141.42204,639.7903,699.8113494814248,0,1,0,1,0
9229,53,60781.48,5312.123333333334,8,6,0.0,13.0,4.14,0.0,1078.74,31.86407574051865,0.0,359.65894,451.55338,692.6912045770239,0,1,0,1,0
9231,53,60781.48,5312.123333333334,8,6,0.0,13.0,4.14,0.0,1078.74,30.539642780737985,0.0,224.73521,586.4771,694.1302018854094,0,1,0,1,0
9247,45,76208.52,6431.71,5,7,1.0,16.0,8.22,3.0,1068.66,29.27931702573097,35.835401657904804,479.24417,418.09143,584.4000124475612,0,0,1,0,1
9260,29,60417.68,5237.806666666666,5,4,1.0,9.0,6.3,4.0,1010.73,33.768638461451026,27.46092673718074,142.89848,603.42126,593.8752138764339,0,0,1,1,0
9268,41,33978.57,2685.5475,5,5,3.0,9.0,15.98,2.0,1082.25,32.7515580702147,60.06864329328245,108.2018,390.2843,628.7422442684268,0,0,1,0,1
9270,41,33978.57,2685.5475,5,5,3.0,10.0,15.98,7.0,1082.25,34.956162270018,60.06864329328245,339.6407,158.84543,624.342231215804,0,0,1,0,1
9291,50,21324.516,1532.0429166666663,0,7,4.0,11.0,3.84,2.0,361.43,31.41933745354204,64.07414236629235,193.56966,185.56049,611.1899132175539,0,1,0,1,0
9295,51,21324.516,1532.0429166666663,0,7,4.0,13.0,3.84,6.0,361.43,34.25776421206895,64.07414236629235,108.70782,270.42233,605.3407285267228,0,1,0,1,0
9333,19,80485.76,6463.1466666666665,0,7,0.0,6.0,5.13,3.0,1301.95,30.207917207332837,0.0,408.84677,497.4679,394.7479329043523,0,1,0,1,0
9410,20,46640.82,3824.735,3,4,3.0,17.0,11.81,2.0,816.11,33.266012343602426,75.53576696978119,302.94128,293.99643,646.3144596135968,0,0,1,1,0
9425,29,20790.086,2015.5070833333327,2,7,4.0,8.0,5.01,1.0,695.85,32.70469155010365,50.34316991146921,184.15875,237.04878,397.1295692858409,0,1,0,1,0
9427,29,20790.086,2015.5070833333327,2,7,4.0,8.0,5.01,5.0,695.85,30.13106246980377,50.34316991146921,141.56828,279.63925,653.0864747372609,0,1,0,1,0
9441,37,88481.16,7082.43,3,4,0.0,10.0,13.29,4.0,1343.5,33.390289494362314,0.0,72.0519,876.1911,621.2547239545065,0,0,1,0,1
9464,36,42052.74,3790.395,7,7,3.0,17.0,12.51,8.0,444.77,31.68300471910384,66.53508304058968,93.194466,469.30994,664.7292390011185,0,0,1,0,1
9469,37,42052.74,3790.395,7,7,3.0,17.0,12.51,10.0,444.77,32.15727082293809,66.53508304058968,61.68468,500.81973,621.6989387300116,0,0,1,0,1
9470,37,42052.74,3790.395,7,7,3.0,17.0,12.51,10.0,444.77,30.54959498033979,66.53508304058968,438.70575,163.79866,593.2910899016813,0,0,1,0,1
9490,23,68988.68,5942.056666666666,5,4,2.0,4.0,7.15,3.0,1106.06,35.129377852144515,101.35813094961492,270.35162,512.4959,657.1292073230094,0,1,0,1,0
9493,24,68988.68,5942.056666666666,5,4,2.0,4.0,7.15,3.0,1106.06,33.24476995006849,101.35813094961492,775.00665,7.840876,590.4478753322283,0,1,0,1,0
9505,39,15707.85,1048.9875,4,4,1.0,10.0,7.59,10.0,1382.26,28.54229011735208,10.811389639578648,80.28253,293.80484,590.9343941273855,0,0,1,0,1
9509,39,15707.85,1048.9875,4,4,1.0,10.0,7.59,10.0,1382.26,37.12887017406326,10.811389639578648,78.67363,305.41373,652.8782380806774,0,0,1,0,1
9510,39,15707.85,1048.9875,4,4,1.0,8.0,7.59,10.0,1382.26,30.05515590978552,10.811389639578648,108.105316,265.98206,632.2125590280923,0,0,1,0,1
9511,39,15707.85,1048.9875,4,4,1.0,10.0,7.59,10.0,1382.26,31.92995241104846,10.811389639578648,98.904854,275.1825,608.5810410827023,0,0,1,0,1
9539,21,55907.52,4543.96,3,9,5.0,11.0,8.71,12.0,1474.63,31.665277025501933,192.70103986862492,93.625084,408.0699,583.2640713730192,0,0,1,0,1
9540,21,55907.52,4543.96,3,9,5.0,12.0,8.71,15.0,1474.63,36.281381578684666,192.70103986862492,107.58364,404.11133,654.9665398898146,0,0,1,0,1
9543,21,55907.52,4543.96,3,9,5.0,11.0,8.71,15.0,1474.63,32.12761425523601,192.70103986862492,231.40242,290.29254,597.5811854033011,0,0,1,0,1
9572,16,49417.52,4175.126666666666,4,5,6.0,17.0,8.69,7.0,1182.62,29.96214482029728,162.12733607529842,341.5747,203.81061,585.1832287846905,0,0,1,0,1
9579,22,29880.29,2239.0241666666666,4,6,0.0,16.0,7.64,1.0,1262.95,27.701866972531505,0.0,47.309933,426.5925,633.9387291809779,0,0,1,0,1
9580,22,29880.29,2239.0241666666666,4,6,0.0,16.0,7.64,1.0,1262.95,35.12354288582312,0.0,176.39932,337.50308,606.6362983424525,0,0,1,0,1
9591,28,70218.36,5937.53,8,3,7.0,10.0,9.12,5.0,1476.9,34.47481614597125,305.432196761992,372.33786,185.98296,671.6832118094961,0,0,1,0,1
9601,54,32985.87,2928.8225,2,5,0.0,10.0,6.17,3.0,1048.34,30.62717447935753,0.0,73.587585,459.29468,679.2677543274792,0,1,0,1,0
9603,54,32985.87,2928.8225,2,5,0.0,13.0,6.17,3.0,1048.34,27.256334992863632,0.0,238.0804,334.80185,690.2202150872606,0,1,0,1,0
9624,47,84074.88,7097.240000000002,0,1,4.0,3.0,9.87,1.0,396.97,31.11728690454069,206.74063236421503,586.3416,196.64178,711.2328571758148,0,1,0,1,0
9642,42,34956.58,2809.0483333333336,0,4,3.0,1.0,9.86,0.0,595.8,28.70879889962873,59.15521313386304,178.9225,312.82712,630.7972111887489,0,1,0,1,0
9644,42,34956.58,2809.0483333333336,0,4,3.0,4.0,9.86,5.0,595.8,31.45038413196888,59.15521313386304,183.9223,327.8273,594.4620071764806,0,1,0,1,0
9655,43,21039.96,1493.33,3,3,3.0,10.0,13.55,4.0,659.6,30.62961120545453,28.249306715557445,69.930374,331.15332,651.2255825362774,0,0,1,0,1
9656,44,82402.34,7056.861666666668,2,7,4.0,8.0,6.26,1.0,733.56,32.02588004259318,146.79677599406364,257.2234,551.666,688.7502352971608,0,1,0,1,0
9658,45,82402.34,7056.861666666668,2,7,4.0,9.0,6.26,1.0,733.56,27.66273620125982,146.79677599406364,55.331238,743.55817,674.5172447501379,0,1,0,1,0
9659,45,82402.34,7056.861666666668,2,7,4.0,8.0,6.26,1.0,733.56,34.59275081271948,146.79677599406364,454.40714,384.48224,700.1980720015852,0,1,0,1,0
9660,45,82402.34,7056.861666666668,2,7,4.0,8.0,6.26,6.0,733.56,35.75507990828449,146.79677599406364,267.01886,541.87054,666.2719928869222,0,1,0,1,0
9667,33,19633.99,1720.1658333333337,7,9,4.0,19.0,7.41,10.0,1457.54,29.73826835692084,62.67126229832051,68.06716,291.27817,370.19470517358593,1,0,0,0,1
9668,33,19633.99,1720.1658333333337,7,9,4.0,21.0,7.41,10.0,1457.54,30.135507283241843,62.67126229832051,47.384953,331.96036,478.76782929320217,1,0,0,0,1
9680,47,17577.76,1762.813333333333,3,5,2.0,11.0,9.58,0.0,1447.93,34.758974546738536,29.295466502012854,213.65482,223.33105,669.7347951981756,0,0,1,0,1
9687,48,17577.76,1762.813333333333,3,5,2.0,12.0,9.58,0.0,1447.93,36.44851899009603,29.295466502012854,12.463964,374.5219,648.6730884580293,0,0,1,0,1
9698,54,41070.53,3364.544166666666,2,2,3.0,12.0,9.0,1.0,1431.22,33.300791021152826,80.59190818162543,90.851074,415.01144,701.8726478152565,0,1,0,1,0
9700,54,41070.53,3364.544166666666,2,2,3.0,12.0,9.0,1.0,1431.22,31.518791232146253,80.59190818162543,127.400635,378.46188,654.1115398806544,0,1,0,1,0
9702,-500,41070.53,3364.544166666666,2,2,3.0,15.0,9.0,1.0,1431.22,36.70282691356413,80.59190818162543,101.256,404.6065,720.6778425239863,0,1,0,1,0
9720,41,14722.08,1248.84,8,6,1.0,20.0,9.85,2.0,1307.84,32.91084978678762,10.855972446035146,91.16444,302.8636,660.0313448129285,0,0,1,0,1
9724,41,14722.08,1248.84,8,6,1.0,23.0,9.85,7.0,1307.84,35.64862535546765,10.855972446035146,83.886116,320.1419,643.412760748772,0,0,1,0,1
9726,42,14722.08,1248.84,8,6,1.0,20.0,9.85,7.0,1307.84,32.015923902167835,10.855972446035146,65.608284,338.41974,592.153769130384,0,0,1,0,1
9732,55,33720.51,2678.0425,7,4,2.0,19.0,9.47,3.0,583.96,36.59427510651248,43.61419714872216,318.73007,195.45999,616.724626398129,0,0,1,0,1
9762,35,31754.27,2541.1891666666666,1,3,4.0,2.0,6.81,5.0,647.94,35.037170021795696,76.53550481198546,74.170235,373.41318,673.0701125442905,0,1,0,1,0
9784,23,46850.7,3837.225,5,4,5.0,13.0,7.23,5.0,1676.93,28.526248360616737,194.8209167843006,122.82132,326.08026,486.75455860507196,0,0,1,0,1
9785,23,46850.7,3837.225,5,4,5.0,15.0,7.23,5.0,1676.93,34.583195342685016,194.8209167843006,104.159744,354.74185,547.4545657392908,0,0,1,0,1
9786,23,46850.7,3837.225,5,4,5.0,15.0,7.23,5.0,1676.93,31.402992807901374,194.8209167843006,203.16487,265.73672,629.6818945439597,0,0,1,0,1
9789,24,46850.7,3837.225,5,4,5.0,14.0,14.23,10.0,1676.93,34.323220535516306,194.8209167843006,49.286907,379.6147,599.7819174821568,0,0,1,0,1
9792,45,64118.72,5229.2266666666665,4,7,6.0,11.0,13.2,6.0,1675.0,28.16370384381293,285.4860277038557,122.87277,374.56387,499.911115857506,0,0,1,0,1
9822,50,19199.49,1649.9575000000002,3,1,2.0,7.0,4.11,3.0,399.44,34.137820226898064,31.85522003344796,60.91973,322.2208,656.5221265215707,0,1,0,1,0
9834,28,80892.92,6767.076666666668,8,5,6.0,13.0,14.11,11.0,1701.02,28.36838722041733,250.5471427140596,87.73653,588.424,371.3010339637296,0,0,1,0,1
9888,32,11703.605,993.3004166666666,8,4,0.0,17.0,8.87,3.0,1175.56,34.41580794956244,0.0,40.72987,338.60016,629.5657529588251,0,0,1,0,1
9893,32,11703.605,993.3004166666666,8,4,0.0,17.0,13.87,3.0,1175.56,37.14212859034291,0.0,114.781235,274.5488,648.0054118347172,0,0,1,0,1
9919,41,17122.37,1183.8641666666665,7,5,2.0,16.0,8.52,9.0,1663.18,31.51460469636271,21.15095856322389,63.971706,323.26376,646.6861719843024,0,0,1,0,1
9951,53,71305.22,5914.1016666666665,8,4,0.0,15.0,8.49,5.0,1004.26,36.51656362248501,0.0,162.02406,689.3861,643.2872084309519,0,0,1,1,0
9960,37,28840.8,2169.4,3,4,1.0,4.0,6.64,2.0,1147.59,28.27056039174125,19.437808676258506,108.70266,358.79953,710.6786656394455,0,1,0,1,0
9966,38,28840.8,2169.4,3,4,1.0,5.0,6.64,3.0,1147.59,36.18751633008853,19.437808676258506,43.952957,403.54922,726.8340794284858,0,1,0,1,0
10004,45,20261.85,1598.4875,7,7,7.0,19.0,9.09,10.0,1300.71,34.74239690794104,96.40963543098312,110.55089,222.88823,550.8067345880198,1,0,0,0,1
10008,29,38577.6,3469.8,9,10,2.0,22.0,7.03,6.0,1312.04,34.258047766082214,36.437576025277885,120.95862,439.5838,533.9810109169022,1,0,0,0,1
10014,29,38577.6,3469.8,9,10,2.0,25.0,7.03,6.0,1312.04,36.16533270315679,36.437576025277885,105.57818,484.96423,395.4665129414038,1,0,0,0,1
10016,22,33882.6,2841.55,6,7,2.0,7.0,14.55,6.0,1240.48,34.84956092473649,36.26074809289355,48.28284,449.61142,665.1432280417,0,0,1,0,1
10018,23,33882.6,2841.55,6,7,2.0,8.0,7.55,6.0,1240.48,34.54983830191214,36.26074809289355,298.8688,239.02545,633.367605808315,0,0,1,0,1
10039,17,20380.41,1581.3675,7,6,4.0,26.0,4.2,12.0,1791.56,29.07695937297643,63.644129351125095,59.59954,304.89307,469.9945243153003,1,0,0,0,1
10048,31,35952.25,2966.020833333333,0,4,0.0,9.0,11.93,4.0,480.11,28.5815073020432,0.0,155.33296,421.26913,583.3569366471686,0,1,0,1,0
10049,31,35952.25,2966.020833333333,0,4,0.0,9.0,11.93,4.0,480.11,33.71419958808908,0.0,309.4578,277.1443,703.3144313907417,0,1,0,1,0
10053,31,35952.25,2966.020833333333,0,4,0.0,11.0,11.93,4.0,480.11,37.181839641221536,0.0,52.770744,493.83133,683.2472983577068,0,1,0,1,0
10057,33,21964.79,1783.3991666666668,5,2,3.0,5.0,11.38,5.0,1151.01,27.53364647471057,39.958297933354565,132.57605,285.80557,673.3114046147921,0,1,0,1,0
10059,33,21964.79,1783.3991666666668,5,2,3.0,8.0,11.38,5.0,1151.01,30.33730507673877,39.958297933354565,57.653015,330.7286,683.2446088464603,0,1,0,1,0
10073,24,62862.69,5155.5575,5,5,4.0,6.0,7.45,7.0,676.09,33.27479310530525,116.31282643774723,207.94687,441.29605,632.0882029627784,0,0,1,0,1
10080,34,66749.64,5379.47,6,4,3.0,12.0,10.88,6.0,303.85,27.345262972172684,89.78489450906727,108.023926,590.1382,658.8190999519725,0,0,1,0,1
10084,34,66749.64,5379.47,6,4,3.0,11.0,10.88,10.0,303.85,36.83358594812015,89.78489450906727,608.73596,129.42616,648.8947183710629,0,0,1,0,1
10086,35,66749.64,5379.47,6,4,3.0,12.0,10.88,10.0,303.85,27.61470082414395,89.78489450906727,120.28463,567.8775,646.2940280629753,0,0,1,0,1
10104,27,53894.12,4583.176666666667,8,4,1.0,17.0,12.71,2.0,557.04,35.78896186598823,23.93700874604136,348.2706,366.11005,634.625936879144,0,1,0,1,0
10105,27,53894.12,4583.176666666667,8,4,1.0,20.0,8.71,2.0,557.04,35.368970005139495,23.93700874604136,177.15268,507.22797,670.1023982774368,0,1,0,1,0
10106,27,53894.12,4583.176666666667,8,4,1.0,18.0,8.71,3.0,557.04,31.02343536715521,23.93700874604136,71.06293,613.31775,722.0913768300412,0,1,0,1,0
